0.4209727,2.614890028,0.799804907,0.817349029,0.654521552,0.487424607,0.632815612,0.425703594,0.661663771,0.629226182,0.601346013,1.065019961,0.939606835,0.503600096,0
0.528814095,2.096824273,1.043903069,0.883748589,0.37073603,0.446002703,0.870428412,0.499923712,0.580399728,0.405874347,0.753852092,1.123706226,0.500592969,0.568703978,0
0.44534407,2.25066093,0.942470982,0.644460699,0.65098649,0.625696311,0.5299783,0.299542848,0.644832312,0.688347487,0.564834006,0.810774284,0.982737156,0.602399847,0
0.406485372,2.52760514,0.666444462,0.75111107,0.666502107,0.629462277,0.716518626,0.41018633,0.624584947,0.719399558,0.893892089,0.878233119,0.951432003,0.565446857,0
0.618707235,2.132106226,0.885790725,1.097547935,0.943662631,0.879996883,0.940444426,0.55314465,0.864477419,0.868645235,1.035537888,0.499090304,1.130736138,0.568188609,0
0.47015235,2.022098864,0.786258179,0.661225276,0.54436122,0.697559259,0.48920215,0.310410905,1.099543721,0.736935327,0.633112952,0.742313079,0.579608795,0.545721584,0
0.543081602,1.719505676,1.003649921,0.863677908,0.60213616,0.904408046,1.01228654,0.606903211,0.918354787,1.015276937,1.141642933,1.305351021,0.54679742,0.880303965,0
0.386252312,2.109013212,0.86002924,0.709682607,0.607959037,0.538973497,0.824620975,0.531640919,0.657122069,0.786258097,0.762198169,1.027952374,0.889576936,0.540888279,0
0.589815219,7.20790357,0.998963294,0.825372726,0.645114111,0.753702972,0.769851255,0.509778238,0.730377522,0.767700478,2.120533587,1.572959958,0.992164588,0.859752298,0
0.50163979,1.79014187,0.772543551,1.099952129,0.590844588,0.586624268,1.240189718,0.841801281,1.080220742,0.744210179,10.24193339,1.541973844,0.819501762,0.629526335,0
0.510311638,1.890631309,0.992952265,1.111575554,0.556362648,0.564013536,0.977964883,0.589863397,0.966197965,0.635949143,0.682441574,0.813504579,0.675752915,0.51163252,0
0.556103392,3.003812151,1.072114209,0.853847724,0.510383339,0.646514983,1.202126259,0.744584141,0.60956672,0.699360595,0.714112037,0.987056647,0.699508549,0.706366157,0
0.436739565,2.053861133,0.827526363,0.696170035,0.597768895,0.467740752,0.609208086,0.411013436,0.665623572,0.550904862,0.694910493,0.681656873,0.826951698,0.480130842,0
0.440679513,2.272616396,0.978222121,0.769994665,0.631294899,0.506537769,0.381391184,0.334246076,0.666915266,0.661840501,0.753280293,0.983995024,0.750517417,0.421529359,0
0.569170818,2.153166497,1.058929529,0.702383549,0.632086727,0.530988384,0.776875672,0.436789571,0.758431294,0.449060054,0.740114211,0.857711031,1.036839258,0.543831707,0
0.509293984,2.544148402,1.075129129,0.801208477,0.66842519,0.568656232,0.769749317,0.470228403,0.882375298,0.710897228,0.721756284,0.625287278,0.996901507,0.494947322,0
0.487620947,2.168321338,0.947177966,0.844776595,0.48369231,0.413509216,0.481214943,0.374127067,0.809742426,0.508047847,0.641647438,0.769521715,0.719909987,0.461830071,0
0.597614736,2.042317684,1.042861208,0.597413977,0.625928235,0.677310021,0.797476989,0.411742196,0.653660075,0.544442085,0.681017398,2.079051083,0.935600721,0.886078209,0
0.892529014,2.650479211,1.703061903,1.092771961,0.863638465,0.711215173,0.988522826,0.563313638,0.751140566,0.545420398,0.823600047,1.012284075,1.176114122,0.679587733,0
0.478754977,2.20844306,0.854604179,0.996988366,0.694935078,0.617384772,0.899483898,0.60034302,0.64172151,0.6780357,0.720700293,0.895004403,0.963227788,0.537358127,0
0.547530343,3.179595467,1.199286071,0.982114954,0.908899237,0.648100563,0.767674352,0.492999482,0.725921842,0.828498738,0.750906467,0.876347697,1.889880989,0.510463302,0
0.623778506,2.250956253,1.11815106,0.72000118,0.661015372,0.796692902,1.072431351,0.61338731,0.920330445,0.786758061,0.776429767,1.179046391,0.932194551,0.883805253,0
